name,ref
hyperfox,https://github.com/xiam/hyperfox
hyperion-crypter,http://nullsecurity.net/tools/binary.html
i2pd,https://i2pd.website/
iaxflood,http://www.hackingexposedvoip.com/
iaxflood,https://tools.kali.org/sniffingspoofing/iaxflood
iaxscan,http://code.google.com/p/iaxscan/
ibrute,https://github.com/hackappcom/ibrute/
icloudbrutter,https://github.com/m4ll0k/iCloudBrutter
icmpquery,http://www.angio.net/security/
icmpsh,https://github.com/inquisb/icmpsh
icmptx,http://thomer.com/icmptx/
idb,https://rubygems.org/gems/idb
id-entify,https://github.com/BillyV4/ID-entify
ident-user-enum,https://tools.kali.org/information-gathering/ident-user-enum
identywaf,https://github.com/stamparm/identYwaf
idswakeup,http://www.hsc.fr/ressources/outils/idswakeup/index.html.en
ifchk,http://www.noorg.org/ifchk/
ifuzz,http://www.fuzzing.org/
iheartxor,http://hooked-on-mnemonics.blogspot.com.es/p/iheartxor.html
iisbruteforcer,http://www.open-labs.org/
iis-shortname-scanner,https://github.com/lijiejie/IIS_shortname_Scanner
ikecrack,http://sourceforge.net/projects/ikecrack/
ikeforce,https://github.com/SpiderLabs/ikeforce
ikeprobe,http://www.ernw.de/download/ikeprobe.zip
ikeprober,http://ikecrack.sourceforge.net/
ike-scan,http://www.nta-monitor.com/tools/ike-scan/
ilo4-toolbox,https://github.com/airbus-seclab/ilo4_toolbox
ilty,http://chdir.org/~nico/ilty/
imagegrep,https://github.com/coderofsalvation/imagegrep-bash
imagejs,https://github.com/jklmnn/imagejs
imagemounter,https://github.com/ralphje/imagemounter
imhex,https://github.com/WerWolv/ImHex
impacket,https://github.com/CoreSecurity/impacket
impulse,https://github.com/LimerBoy/Impulse
inception,http://www.breaknenter.org/projects/inception/
indx2csv,https://github.com/jschicht/Indx2Csv
indxcarver,https://github.com/jschicht/IndxCarver
indxparse,http://www.williballenthin.com/forensics/mft/indxparse/
inetsim,http://www.inetsim.org
infip,http://packetstormsecurity.com/files/104927/infIP.1-Blacklist-Checker.html
infoga,https://github.com/m4ll0k/infoga
inguma,http://inguma.sourceforge.net
injectus,https://github.com/BountyStrike/Injectus
innounp,https://sourceforge.net/projects/innounp/files/innounp/
inquisitor,https://github.com/penafieljlm/inquisitor
insanity,https://github.com/4w4k3/Insanity-Framework
InSpy,https://tools.kali.org/information-gathering/inspy
instagramosint,https://github.com/sc1341/InstagramOSINT/
instashell,https://github.com/thelinuxchoice/instashell
intelplot,https://github.com/itsmehacker/IntelPlot
intensio-obfuscator,https://github.com/Hnfull/Intensio-Obfuscator
intercepter-ng,http://sniff.su/download.html
interlace,https://github.com/codingo/Interlace/releases
interrogate,https://github.com/carmaa/interrogate
intersect,https://github.com/ohdae/Intersect.5
Intersect,https://tools.kali.org/maintaining-access/intersect
intrace,http://intrace.googlecode.com
InTrace,https://tools.kali.org/information-gathering/intrace
inundator,http://inundator.sourceforge.net/
Inundator,https://tools.kali.org/stress-testing/inundator
inurlbr,https://code.google.com/p/inurlbr/
inviteflood,https://launchpad.net/~wagungs/+archive/kali-linux/+build/4386635
inviteflood,https://tools.kali.org/sniffingspoofing/inviteflood
invoke-cradlecrafter,https://github.com/danielbohannon/Invoke-CradleCrafter
invoke-dosfuscation,https://github.com/danielbohannon/Invoke-DOSfuscation
invoke-obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation
inzider,http://ntsecurity.nu/toolbox/inzider/
iodine,http://code.kryo.se/iodine
iosforensic,https://github.com/Flo354/iOSForensic
ip2clue,http://kernel.embedromix.ro/us/
ipaudit,http://ipaudit.sourceforge.net
ipba2,http://www.ipbackupanalyzer.com/
ipcountry,https://nullsecurity.net/tools/misc.html
ipdecap,http://www.loicp.eu/ipdecap#dependances
iPhone Backup Analyzer,https://tools.kali.org/forensics/iphone-backup-analyzer
iphoneanalyzer,http://www.crypticbit.com/zen/products/iphoneanalyzer
ip-https-tools,https://github.com/takeshixx/ip-https-tools
ipmipwn,https://github.com/AnarchyAngel/IPMIPWN
ipmitool,http://ipmitool.sourceforge.net
ipobfuscator,https://github.com/OsandaMalith/IPObfuscator
ipscan,https://github.com/angryip/ipscan
iptodomain,https://github.com/Hackplayers/iptodomain
ip-tracer,https://github.com/Rajkumrdusad/IP-Tracer
iptv,https://github.com/Pinperepette/IPTV
iputils,http://www.skbuff.net/iputils/
ipv4bypass,https://github.com/milo2012/ipv4Bypass
ipv666,https://github.com/lavalamp-/ipv666
ipv6toolkit,http://www.si6networks.com/tools/ipv6toolkit/
ipv6-toolkit,https://tools.kali.org/stress-testing/ipv6-toolkit
ircsnapshot,https://github.com/bwall/ircsnapshot
irpas,http://phenoelit-us.org/irpas
isf,https://github.com/dark-lbp/isf
isip,https://github.com/halitalptekin/isip
isme,https://packetstormsecurity.com/files/123534/IP-Phone-Scanning-Made-Easy.12.html
iSMTP,https://tools.kali.org/information-gathering/ismtp
isr-evilgrade,https://tools.kali.org/sniffingspoofing/isr-evilgrade
isr-form,http://www.infobyte.com.ar/
issniff,https://github.com/juphoff/issniff
ivre,https://ivre.rocks/
ivre-docs,https://ivre.rocks/
ivre-web,https://ivre.rocks/
ivstools,https://tools.kali.org/wireless-attacks/ivstools
ja3,https://github.com/salesforce/ja3
jaadas,https://github.com/flankerhqd/JAADAS/
jackdaw,https://github.com/skelsec/jackdaw
jad,https://varaneckas.com/jad
jad,https://tools.kali.org/reverse-engineering/jad
jadx,https://github.com/skylot/jadx
jaeles,https://github.com/jaeles-project/jaeles
jaidam,https://github.com/stasinopoulos/jaidam
jast,https://github.com/mikehacksthings/jast
javasnoop,https://code.google.com/p/javasnoop/
javasnoop,https://tools.kali.org/reverse-engineering/javasnoop
jboss-autopwn,https://github.com/SpiderLabs/jboss-autopwn
jboss-autopwn,https://tools.kali.org/web-applications/jboss-autopwn
jbrofuzz,http://sourceforge.net/projects/jbrofuzz/
jbrute,http://sourceforge.net/projects/jbrute/
jcrack,http://www.thedrahos.net/jcrack/
jd-cli,https://github.com/kwart/jd-cli
jdeserialize,https://github.com/frohoff/jdeserialize/
jd-gui,https://github.com/java-decompiler/jd-gui
JD-GUI,https://tools.kali.org/reverse-engineering/jd-gui
jeangrey,https://github.com/SideChannelMarvels/JeanGrey
jeb-android,https://www.pnfsoftware.com/jeb/android
jeb-arm,https://www.pnfsoftware.com/jeb/arm
jeb-intel,https://www.pnfsoftware.com/jeb/intel
jeb-mips,https://www.pnfsoftware.com/jeb/mips
jeb-webasm,https://www.pnfsoftware.com/jeb/#wasm
jeopardize,https://github.com/utkusen/jeopardize
jexboss,https://github.com/joaomatosf/jexboss
jhead,http://www.sentex.net/~mwandel/jhead/
jnetmap,http://www.rakudave.ch/jnetmap/?file=introduction
john,https://www.openwall.com/john
John the Ripper,https://tools.kali.org/password-attacks/john
johnny,http://openwall.info/wiki/john/johnny
Johnny,https://tools.kali.org/password-attacks/johnny
jok3r,https://github.com/koutto/jok3r
jomplug,http://packetstormsecurity.com/files/121390/Janissaries-Joomla-Fingerprint-Tool.html
jondo,https://anonymous-proxy-servers.net/
jooforce,https://github.com/rastating/jooforce
joomlascan,http://packetstormsecurity.com/files/62126/joomlascan.2.py.txt.html
joomlavs,https://github.com/rastating/joomlavs
joomscan,http://joomscan.sourceforge.net/
joomscan,https://tools.kali.org/web-applications/joomscan
jpegdump,https://blog.didierstevens.com/2019/04/28/update-jpegdump-py-version-0-7/
jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler
jsearch,https://github.com/incogbyte/jsearch
jsfuck,https://github.com/aemkei/jsfuck
jshell,https://github.com/s0md3v/JShell
jsonbee,https://github.com/zigoo0/JSONBee
jsparser,https://github.com/nahamsec/JSParser
jSQL Injection,https://tools.kali.org/vulnerability-analysis/jsql
jsql-injection,https://github.com/ron190/jsql-injection
jstillery,https://github.com/mindedsecurity/JStillery
juicy-potato,https://github.com/ohpe/juicy-potato
junkie,https://github.com/securactive/junkie
justdecompile,https://github.com/telerik/JustDecompileEngine/releases
jwscan,https://github.com/katjahahn/JWScan
jwtcat,https://github.com/aress31/jwtcat
jwt-cracker,https://github.com/brendan-rius/c-jwt-cracker
jwt-tool,https://github.com/ticarpi/jwt_tool
jynx2,http://www.blackhatlibrary.net/Jynx2
k55,https://github.com/josh0xA/K55
kacak,https://github.com/galkan/kacak
kadimus,https://github.com/P0cL4bs/Kadimus
kalibrate-rtl,https://github.com/steve-m/kalibrate-rtl
kalibrate-rtl,https://tools.kali.org/wireless-attacks/kalibrate-rtl
kamerka,https://github.com/woj-ciech/kamerka
katana,http://sourceforge.net/projects/katanas/
katsnoop,http://packetstormsecurity.com/files/52514/katsnoop.tbz2.html
kautilya,https://github.com/samratashok/Kautilya/releases
kcptun,https://github.com/xtaci/kcptun
keimpx,http://code.google.com/p/keimpx/
keimpx,https://tools.kali.org/password-attacks/keimpx
kekeo,https://github.com/gentilkiwi/kekeo
kerbcrack,http://ntsecurity.nu/toolbox/kerbcrack/
kerbrute,https://github.com/ropnop/kerbrute
kernelpop,https://github.com/spencerdodd/kernelpop
keye,https://github.com/clirimemini/Keye
khc,http://packetstormsecurity.com/files/87003/Known-Host-Cracker.2.html
kickthemout,https://github.com/k4m4/kickthemout
killcast,https://github.com/thewhiteh4t/killcast
killerbee,https://github.com/riverloopsec/killerbee
KillerBee,https://tools.kali.org/wireless-attacks/killerbee
kimi,https://github.com/ChaitanyaHaritash/kimi
kippo,https://github.com/desaster/kippo
kismet,https://www.kismetwireless.net/
Kismet,https://tools.kali.org/wireless-attacks/kismet
kismet2earth,http://code.google.com/p/kismet2earth/
kismet-earth,https://www.blackarch.org/
kismon,https://www.salecker.org/software/kismon.html
kiterunner,https://github.com/assetnote/kiterunner
kitty-framework,https://github.com/cisco-sas/kitty
klar,https://github.com/optiopay/klar
klee,https://github.com/klee/klee
klogger,http://ntsecurity.nu/toolbox/klogger/
knock,https://github.com/guelfoweb/knock
knxmap,https://github.com/ernw/knxmap
koadic,https://github.com/zerosum0x0/koadic
kolkata,http://www.blackhatlibrary.net/Kolkata
konan,https://github.com/m4ll0k/Konan
kraken,http://opensource.srlabs.de/projects/a51-decrypt
krbrelayx,https://github.com/dirkjanm/krbrelayx
kube-hunter,https://github.com/aquasecurity/kube-hunter
kubolt,https://github.com/averonesis/kubolt
kwetza,https://github.com/sensepost/kwetza
l0l,https://github.com/roissy/l0l
laf,https://github.com/takeshixx/laf
lanmap2,http://github.com/rflynn/lanmap2
lans,https://github.com/DanMcInerney/LANs.py
latd,http://sourceforge.net/projects/linux-decnet/files/latd/1.31/
laudanum,http://laudanum.inguardians.com/#
lazagne,https://github.com/AlessandroZ/LaZagne
lazydroid,https://github.com/nccgroup/LazyDroid
lbd,http://ge.mine.nu/code/lbd
lbd,https://tools.kali.org/information-gathering/lbd
lbmap,https://github.com/wireghoul/lbmap
ldap-brute,https://github.com/droope/ldap-brute
ldapdomaindump,https://pypi.org/project/ldapdomaindump/#files
ldapenum,https://gobag.googlecode.com/svn-history/r2/trunk/ldap/ldapenum/
ldapscripts,https://sourceforge.net/projects/ldapscripts
ldeep,https://github.com/franc-pentest/ldeep
ld-shatner,https://github.com/sduverger/ld-shatner
leaklooker,https://github.com/woj-ciech/LeakLooker
leena,https://github.com/mmicu/leena
legion,https://github.com/carlospolop/legion
leo,https://github.com/leo-editor/leo-editor/
leroy-jenkins,https://github.com/captainhooligan/Leroy-Jenkins
lethalhta,https://github.com/codewhitesec/LethalHTA
letmefuckit-scanner,https://github.com/onthefrontline/LetMeFuckIt-Scanner
leviathan,https://github.com/leviathan-framework/leviathan
levye,https://github.com/galkan/levye
lfi-autopwn,http://www.blackhatlibrary.net/Lfi_autopwn.pl
lfi-exploiter,http://packetstormsecurity.com/files/124332/LFI-Exploiter.1.html
lfifreak,https://github.com/OsandaMalith/LFiFreak/
lfi-fuzzploit,http://packetstormsecurity.com/files/106912/LFI-Fuzzploit-Tool.1.html
lfi-image-helper,http://packetstormsecurity.com/files/129871/LFI-Image-Helper.8.html
lfimap,https://github.com/aepereyra/lfimap/
lfi-scanner,http://packetstormsecurity.com/files/102848/LFI-Scanner.0.html
lfi-sploiter,http://packetstormsecurity.com/files/96056/Simple-Local-File-Inclusion-Exploiter.0.html
lfisuite,https://github.com/D35m0nd142/LFISuite
lfle,https://github.com/williballenthin/LfLe
lft,http://pwhois.org/lft/
lhf,https://github.com/blindfuzzy/LHF
libbde,https://github.com/libyal/libbde
libc-database,https://github.com/niklasb/libc-database
libdisasm,http://bastard.sourceforge.net/libdisasm.html
libfvde,https://github.com/libyal/libfvde
libosmocore,https://osmocom.org/projects/libosmocore/wiki/Libosmocore
libparistraceroute,https://github.com/libparistraceroute/libparistraceroute
libpst,https://www.five-ten-sg.com/libpst/
libtins,https://github.com/mfontanini/libtins
lief,https://lief.quarkslab.com/
liffy,https://github.com/mzfr/liffy/
lightbulb,https://github.com/lightbulb-framework/lightbulb-framework
limeaide,https://github.com/kd8bny/LiMEaide
limelighter,https://github.com/Tylous/Limelighter
linenum,https://github.com/rebootuser/LinEnum
linikatz,https://github.com/portcullislabs/linikatz
linkedin2username,https://github.com/initstring/linkedin2username
linkfinder,https://github.com/GerbenJavado/LinkFinder
linset,https://github.com/vk496/linset
Linux Exploit Suggester,https://tools.kali.org/exploitation-tools/linux-exploit-suggester
linux-exploit-suggester,https://github.com/PenturaLabs/Linux_Exploit_Suggester
linux-exploit-suggester.sh,https://github.com/mzet-/linux-exploit-suggester
linux-inject,https://github.com/gaffe23/linux-inject
linux-smart-enumeration,https://github.com/diego-treitos/linux-smart-enumeration
lisa.py,https://github.com/ant4g0nist/lisa.py
list-urls,http://www.whoppix.net/
littleblackbox,http://code.google.com/p/littleblackbox/wiki/FAQ
littlebrother,https://github.com/lulz3xploit/LittleBrother
lldb,https://lldb.llvm.org/
loadlibrary,https://github.com/taviso/loadlibrary
locasploit,https://github.com/lightfaith/locasploit
lodowep,http://www.cqure.net/wp/lodowep/
log-file-parser,https://github.com/jschicht/LogFileParser
logkeys,https://github.com/kernc/logkeys
loic,https://github.com/NewEraCracker/LOIC
loki-scanner,https://github.com/Neo23x0/Loki
lolbas,https://github.com/api0cradle/LOLBAS
loot,https://github.com/GuerrillaWarfare/Loot
lorcon,https://github.com/kismetwireless/lorcon
lorg,https://github.com/jensvoid/lorg
lotophagi,http://packetstormsecurity.com/files/55250/lotophagi.rar.html
lsrtunnel,http://www.synacklabs.net/projects/lsrtunnel/
lte-cell-scanner,https://github.com/Evrytania/LTE-Cell-Scanner
ltrace,https://www.ltrace.org/
luksipc,http://www.johannes-bauer.com/linux/luksipc
lulzbuster,http://www.nullsecurity.net/tools/scanner.html
lunar,https://github.com/lateralblast/lunar
luyten,https://github.com/deathmarine/Luyten
lynis,https://cisofy.com/lynis/
Lynis,https://tools.kali.org/vulnerability-analysis/lynis
lyricpass,https://github.com/initstring/lyricpass
m3-gen,https://github.com/infosecn1nja/MaliciousMacroMSBuild
macchanger,https://www.gnu.org/software/macchanger
machinae,https://github.com/HurricaneLabs/machinae
maclookup,https://github.com/paraxor/maclookup
mac-robber,http://www.sleuthkit.org/mac-robber/download.php
magescan,https://github.com/steverobbins/magescan
magicrescue,http://freshmeat.net/projects/magicrescue/
magictree,http://www.gremwell.com
MagicTree,https://tools.kali.org/reporting-tools/magictree
mail-crawl,https://raw.githubusercontent.com/galkan/tools/master/mail-crawl/
makeivs-ng,https://tools.kali.org/wireless-attacks/makeivs-ng
makeivs-ng,https://tools.kali.org/wireless-attacks/makeivs-ng
make-pdf,http://blog.didierstevens.com/programs/pdf-tools/
maketh,https://packetstormsecurity.com/files/83892/Maketh-Packet-Generator.2.0.html
malboxes,https://github.com/GoSecure/malboxes
malcom,https://github.com/tomchop/malcom
malheur,http://www.mlsec.org/malheur/
malice,https://github.com/maliceio/malice
maligno,http://www.encripto.no/tools/
mallory,https://github.com/justmao945/mallory
malmon,http://sourceforge.net/projects/malmon/
malscan,https://github.com/Ice3man543/MalScan
maltego,http://www.paterva.com/web5
Maltego Teeth,https://tools.kali.org/information-gathering/maltego-teeth
maltrail,https://github.com/stamparm/maltrail
maltrieve,https://github.com/technoskald/maltrieve
malwareanalyser,http://malwareanalyser.blogspot.de/2011/10/malware-analyser.html
malware-check-tool,http://packetstormsecurity.com/files/93518/Malware-Check-Tool.2.html
malwaredetect,http://www.virustotal.com
malwasm,https://code.google.com/p/malwasm/
malybuzz,http://eternal-todo.com/tools/malybuzz-network-fuzzer
mana,https://github.com/sensepost/mana
mando.me,https://github.com/z0noxz/mando.me
manticore,https://github.com/trailofbits/manticore
manul,https://github.com/mxmssh/manul
mara-framework,https://github.com/xtiankisutsa/MARA_Framework
marc4dasm,https://github.com/ApertureLabsLtd/marc4dasm
maryam,https://github.com/saeeddhqan/Maryam
maskprocessor,http://hashcat.net/wiki/doku.php?id=maskprocessor
Maskprocessor,https://tools.kali.org/password-attacks/maskprocessor
massbleed,https://github.com/1N3/Sn1per
masscan,https://github.com/robertdavidgraham/masscan
masscan,https://tools.kali.org/information-gathering/masscan
masscan-automation,https://github.com/trevordavenport/MasscanAutomation
massdns,https://github.com/blechschmidt/massdns
massexpconsole,https://github.com/jm33-m0/massExpConsole
mat,https://mat.boum.org/
mat2,https://0xacab.org/jvoisin/mat2
matahari,http://matahari.sourceforge.net/
matroschka,https://github.com/fgrimme/Matroschka
mausezahn,http://www.perihel.at/sec/mz/
mbenum,http://www.cqure.net/wp/mbenum/
mboxgrep,http://mboxgrep.sourceforge.net
mdbtools,https://github.com/evanmiller/mdbtools
mdcrack,http://c3rb3r.openwall.net/mdcrack/
mdk3,https://aspj.aircrack-ng.org/
mdk3,https://tools.kali.org/wireless-attacks/mdk3
mdk4,https://github.com/aircrack-ng/mdk4
mdns-recon,https://github.com/chadillac/mdns_recon
meanalyzer,https://github.com/platomav/MEAnalyzer
medusa,http://www.foofus.net/jmk/medusa/medusa.html
meg,https://github.com/tomnomnom/meg
melkor,http://packetstormsecurity.com/files/127924/Melkor-ELF-Fuzzer.0.html
memdump,http://www.porcupine.org/forensics/tct.html
memfetch,http://lcamtuf.coredump.cx/
memimager,http://ntsecurity.nu/toolbox/memimager/
mentalist,https://github.com/sc0tfree/mentalist
merlin-server,https://github.com/Ne0nd0g/merlin
metabigor,https://github.com/j3ssie/metabigor
metacoretex,http://metacoretex.sourceforge.net/
metagoofil,http://www.edge-security.com/metagoofil.php
Metagoofil,https://tools.kali.org/information-gathering/metagoofil
metame,https://github.com/a0rtega/metame
metasploit,https://www.metasploit.com/
Metasploit Framework,https://tools.kali.org/exploitation-tools/metasploit-framework
metasploit-autopwn,https://github.com/hahwul/metasploit-autopwn
meterssh,https://github.com/trustedsec/meterssh
metoscan,http://www.open-labs.org/
mfcuk,http://code.google.com/p/mfcuk/
mfcuk,https://tools.kali.org/wireless-attacks/mfcuk
mfoc,http://nfc-tools.org/
mfoc,https://tools.kali.org/wireless-attacks/mfoc
mfsniffer,http://packetstormsecurity.com/files/120802/MF-Sniffer-TN3270-Password-Grabber.html
mft2csv,https://github.com/jschicht/Mft2Csv
mftcarver,https://github.com/jschicht/MftCarver
mfterm,https://tools.kali.org/wireless-attacks/mfterm
mftrcrd,https://github.com/jschicht/MftRcrd
mftref2name,https://github.com/jschicht/MftRef2Name
mibble,http://www.mibble.org/
microsploit,https://github.com/Screetsec/Microsploit
middler,http://code.google.com/p/middler/
mikrotik-npk,https://github.com/kost/mikrotik-npk
mildew,https://github.com/daehee/mildew
mimikatz,https://github.com/gentilkiwi/mimikatz
mimipenguin,https://github.com/huntergregal/mimipenguin
mingsweeper,http://www.hoobie.net/mingsweeper/
minimodem,https://github.com/kamalmostafa/minimodem
minimysqlator,http://www.scrt.ch/en/attack/downloads/mini-mysqlat0r
Miranda,https://tools.kali.org/information-gathering/miranda
miranda-upnp,http://code.google.com/p/miranda-upnp/
missidentify,http://missidentify.sourceforge.net/
missionplanner,https://firmware.ardupilot.org/Tools/MissionPlanner/
mitm,https://github.com/Th3Hurrican3/mitm
mitm6,https://github.com/fox-it/mitm6
mitmap,https://github.com/xdavidhu/mitmAP
mitmap-old,http://www.darkoperator.com/tools-and-scripts/
mitmer,https://github.com/husam212/MITMer
mitmf,https://github.com/byt3bl33d3r/MITMf
mitmproxy,https://mitmproxy.org
mitmproxy,https://tools.kali.org/sniffingspoofing/mitmproxy
mitm-relay,https://github.com/jrmdev/mitm_relay
mkbrutus,http://mkbrutusproject.github.io/MKBRUTUS/
mkyara,https://github.com/fox-it/mkYARA
mobiusft,http://savannah.nongnu.org/projects/mobiusft
mobsf,https://github.com/MobSF/Mobile-Security-Framework-MobSF
modscan,https://code.google.com/p/modscan/
moloch,https://github.com/aol/moloch
mongoaudit,https://github.com/stampery/mongoaudit
monocle,http://packetstormsecurity.com/files/99823/Monocle-Host-Discovery-Tool.0.html
monsoon,https://github.com/RedTeamPentesting/monsoon
mooscan,https://github.com/vortexau/mooscan
morpheus,https://github.com/r00txp10it/morpheus
morxbook,http://www.morxploit.com/
morxbrute,http://www.morxploit.com/morxbrute/
morxbtcrack,http://www.morxploit.com/tools/
morxcoinpwn,http://www.morxploit.com/tools/
morxcrack,http://www.morxploit.com/morxcrack/
morxkeyfmt,http://www.morxploit.com/tools/
morxtraversal,http://www.morxploit.com/tools/
morxtunel,http://www.morxploit.com/tools/
mosca,https://github.com/CoolerVoid/Mosca
mosquito,https://github.com/koto/mosquito
mots,https://github.com/kevinkoo001/MotS
motsa-dns-spoofing,https://github.com/waytoalpit/ManOnTheSideAttack-DNS-Spoofing
mousejack,https://github.com/iamckn/mousejack_transmit
mp3nema,http://packetstormsecurity.com/files/76432/MP3nema-Forensic-Analysis-Tool.html
mptcp,http://packetstormsecurity.com/files/119132/Mptcp-Packet-Manipulator.9.0.html
mptcp-abuse,https://github.com/Neohapsis/mptcp-abuse
mrsip,https://github.com/meliht/mr.sip
mrtparse,https://github.com/YoshiyukiYamauchi/mrtparse
msfdb,https://github.com/BlackArch/msfdb
msfenum,https://github.com/wez3/msfenum
msf-mpc,https://github.com/g0tmi1k/mpc
MSFPC,https://tools.kali.org/exploitation-tools/msfpc
mssqlscan,http://www.cqure.net/wp/mssqlscan/
ms-sys,http://ms-sys.sourceforge.net/
msvpwn,https://bitbucket.org/mrabault/msvpwn
mtr,https://www.bitwizard.nl/mtr/
mtscan,https://github.com/kkonradpl/mtscan
mubeng,https://github.com/kitabisa/mubeng
multiforcer,https://tools.kali.org/password-attacks/multiforcer
multiinjector,http://chaptersinwebsecurity.blogspot.de/2008/11/multiinjector-v03-released.html
multimac,http://sourceforge.net/projects/multimac/
multimon-ng,https://github.com/EliasOenal/multimon-ng
Multimon-NG,https://tools.kali.org/wireless-attacks/multimon-ng
multiscanner,https://github.com/mitre/multiscanner
multitun,https://github.com/covertcodes/multitun
munin-hashchecker,https://github.com/Neo23x0/munin
muraena,https://github.com/muraenateam/muraena
mutator,https://bitbucket.org/alone/mutator/
mwebfp,https://github.com/falcon-lnhg/mwebfp
mxtract,https://github.com/rek7/mXtract
mybff,https://github.com/MooseDojo/myBFF
myjwt,https://github.com/mBouamama/MyJWT
mylg,https://github.com/mehrdadrad/mylg
mysql2sqlite,https://gist.github.com/esperlu/943776
n1qlmap,https://github.com/FSecureLABS/N1QLMap
naabu,https://github.com/projectdiscovery/naabu
nacker,https://github.com/carmaa/nacker
naft,https://blog.didierstevens.com/my-software/#NAFT
nasnum,https://github.com/tcstool/nasnum.git
nbname,http://www.cultdeadcow.com/tools/bo.html
nbnspoof,http://www.mcgrewsecurity.com/tools/nbnspoof/
nbtenum,http://reedarvin.thearvins.com/
nbtool,http://wiki.skullsecurity.org/Nbtool
nbtscan,https://github.com/resurrecting-open-source-projects/nbtscan
nbtscan-unixwiz,https://tools.kali.org/information-gathering/nbtscan-unixwiz
ncpfs,http://www.novell.com/
ncrack,https://nmap.org/ncrack/
Ncrack,https://tools.kali.org/password-attacks/ncrack
necromant,https://github.com/PentesterES/Necromant
needle,https://github.com/mwrlabs/needle
neglected,https://github.com/GuerrillaWarfare/neglected
neighbor-cache-fingerprinter,https://github.com/PherricOxide/Neighbor-Cache-Fingerprinter
nemesis,https://github.com/troglobit/nemesis
neo-regeorg,https://github.com/L-codes/Neo-reGeorg
netactview,http://netactview.sourceforge.net/index.html
netattack,https://github.com/chrizator/netattack2
netbios-share-scanner,http://www.secpoint.com/netbios-share-scanner.html
netbus,https://packetstormsecurity.com/files/10320/nb16_p04.zip.html
netcommander,https://github.com/evilsocket/netcommander
netcon,http://www.paramecium.org/~leendert/
net-creds,https://github.com/DanMcInerney/net-creds
netdiscover,http://nixgeneration.com/~jaime/netdiscover/
netkit-bsd-finger,http://ftp.linux.org.uk/pub/linux/Networking/netkit
netkit-rusers,https://packages.debian.org/source/sid/net/netkit-rusers
netkit-rwho,http://packages.qa.debian.org/n/netkit-rwho.html
netmap,http://netmap.sourceforge.net/
netmask,http://packages.qa.debian.org/n/netmask.html
netreconn,http://packetstormsecurity.com/files/86076/NetReconn-Scanning-Tool-Collection.76.html
netripper,https://github.com/NytroRST/NetRipper
netscan,http://packetstormsecurity.com/files/125569/Netscan-Port-Scanner.0.html
netscan2,https://github.com/walchko/netscan2
netsed,http://silicone.homelinux.org/projects/netsed/
netsniff-ng,http://netsniff-ng.org/
netstumbler,http://www.netstumbler.com/downloads/
network-app-stress-tester,https://github.com/PherricOxide/Network-App-Stress-Tester
networkmap,https://github.com/lorenzog/NetworkMap
networkminer,http://www.netresec.com/
netzob,http://www.netzob.org/
nextnet,https://github.com/hdm/nextnet
nfcutils,http://code.google.com/p/nfc-tools
nfdump,http://sourceforge.net/projects/nfdump/
nfex,https://code.google.com/p/nfex/
nfspy,https://github.com/bonsaiviking/NfSpy
nfsshell,http://www.paramecium.org/~leendert/
ngrep,https://github.com/jpr5/ngrep/
ngrok,https://ngrok.com/
nield,http://nield.sourceforge.net/
nikto,https://github.com/sullo/nikto
Nikto,https://tools.kali.org/information-gathering/nikto
nili,https://github.com/niloofarkheirkhah/nili
nimbostratus,https://github.com/andresriancho/nimbostratus
nipe,https://github.com/GouveaHeitor/nipe
nipper,https://www.titania-security.com/
Nipper-ng,https://tools.kali.org/reporting-tools/nipper-ng
nirsoft,https://www.nirsoft.net
nishang,https://code.google.com/p/nishang/
Nishang,https://tools.kali.org/maintaining-access/nishang
njsscan,https://pypi.org/project/njsscan/#files
nkiller2,http://sock-raw.org/projects.html
nmap,https://nmap.org/
Nmap,https://tools.kali.org/information-gathering/nmap
nmap-parse-output,https://github.com/hahwul/nmap-parse-output
nmbscan,http://nmbscan.gbarbier.org/
nohidy,https://github.com/flipchan/Nohidy
nomorexor,https://github.com/hiddenillusion/NoMoreXOR
noriben,https://github.com/Rurik/Noriben
nosqlattack,https://github.com/youngyangyang04/NoSQLAttack
nosqli,https://github.com/Charlie-belmer/nosqli
nosqli-user-pass-enum,https://github.com/an0nlk/Nosql-MongoDB-injection-username-password-enumeration
nosqlmap,https://github.com/tcstool/NoSQLMap.git
notspikefile,http://packetstormsecurity.com/files/39627/notSPIKEfile.tgz.html
novahot,https://github.com/chrisallenlane/novahot
nray,https://github.com/nray-scanner/nray
nsdtool,http://www.curesec.com/en/publications/tools.html
nsearch,https://github.com/JKO/nsearch
nsec3map,https://github.com/anonion0/nsec3map
nsec3walker,http://dnscurve.org/nsec3walker.html
nsia,http://threatfactor.com/Products/
nsntrace,https://github.com/jonasdn/nsntrace
nsoq,http://www.nsoq.org/
ntds-decode,http://packetstormsecurity.com/files/121543/NTDS-Hash-Decoder.b.html
ntdsxtract,https://github.com/csababarta/ntdsxtract
ntfs-file-extractor,https://github.com/jschicht/NtfsFileExtractor
ntfs-log-tracker,https://sites.google.com/site/forensicnote/ntfs-log-tracker
