ProgramID,Name,Description,Tag
1221,KEETheif,"Allows for the extraction of KeePass 2.X key material from memory, as well as the backdooring and enumeration of the KeePass trigger system",cracker
1222,keimpx,"keimpx is an open source tool, released under a modified version of Apache License 1.1.",cracker
1223,kekeo,A little toolbox to play with Microsoft Kerberos in C.,windows
1224,kerbcrack,,kerberos
1225,Kerbrute,quickly enumerate and brutforce active directory accounts through kerberos pre-authentication,kerberos
1226,kernelpop,Kernel privilege escalation enumeration and exploitation framework.,exploitation
1227,keye,Recon tool detecting changes of websites based on content-length differences.,recon
1228,khc,A small tool designed to recover hashed known_hosts fiels back to their plain-text equivalents.,cracker
1229,kickthemout,Kick devices off your network by performing an ARP Spoof attack.,networking
1230,killcast,Manipulate Chromecast Devices in your Network.,exploitation
1231,killerbee,"KillerBee is a Python based framework and tool set for exploring and exploiting the security of ZigBee and IEEE 802.15.4 networks. Using KillerBee tools and a compatible IEEE 802.15.4 radio interface, you can eavesdrop on ZigBee networks, replay traffic, attack cryptosystems and much more. Using the KillerBee framework, you can build your own tools, implement ZigBee fuzzing, emulate and attack end-devices, routers and coordinators and much more.",wireless
1232,kimi,Script to generate malicious debian packages (debain trojans).,backdoor
1233,kippo,"A medium interaction SSH honeypot designed to log brute force attacks and most importantly, the entire shell interaction by the attacker.",honeypot
1234,kismet,"Kismet is an 802.11 layer-2 wireless network detector, sniffer, and intrusion detection system. It will work with any wireless card that supports raw monitoring (rfmon) mode, and can sniff 802.11a/b/g/n traffic. It can use other programs to play audio alarms for network events, read out network summaries, or provide GPS coordinates. This is the main package containing the core, client, and server.",wireless
1235,kismet2earth,A set of utilities that convert from Kismet logs to Google Earth .kml format,wireless
1236,kismet-earth,Various scripts to convert kismet logs to kml file to be used in Google Earth.,wireless
1237,kismon,GUI client for kismet (wireless scanner/sniffer/monitor).,wireless
1238,kiterunner,Contextual Content Discovery Tool.,web-app
1239,kitty-framework,Fuzzing framework written in python.,fuzzer
1240,klar,Integration of Clair and Docker Registry.,exploitation
1241,klee,A symbolic virtual machine built on top of the LLVM compiler infrastructure.,binary
1242,klogger,A keystroke logger for the NT-series of Windows.,windows
1243,Knock,This is used for port knocking,misc
1244,knxmap,KNXnet/IP scanning and auditing tool for KNX home automation installations.,scanner
1245,koadic,A Windows post-exploitation rootkit similar to other penetration testing tools such as Meterpreter and Powershell Empire.,automation
1246,kolkata,A web application fingerprinting engine written in Perl that combines cryptography with IDS evasion.,web-app
1247,konan,Advanced Web Application Dir Scanner.,web-app
1248,kraken,A project to encrypt A5/1 GSM signaling using a Time/Memory Tradeoff Attack.,crypto
1249,krbrelayx,Kerberos unconstrained delegation abuse toolkit.,scanner
1250,kube-hunter,Hunt for security weaknesses in Kubernetes clusters.,scanner
1251,kubolt,Utility for scanning public kubernetes clusters.,web-app
1252,kwetza,Python script to inject existing Android applications with a Meterpreter payload.,backdoor
1253,l0l,The Exploit Development Kit.,exploitation
1254,laf,Login Area Finder: scans host/s for login panels.,scanner
1255,lanmap2,Passive network mapping tool.,recon
1256,lans,A Multithreaded asynchronous packet parsing/injecting arp spoofer.,spoof
1257,latd,A LAT terminal daemon for Linux and BSD.,networking
1258,laudanum,"A collection of injectable files, designed to be used in a pentest when SQL injection flaws are found and are in multiple languages for different environments.",misc
1259,lazagne,An open source application used to retrieve lots of passwords stored on a local computer.,forensics
1260,lazydroid,Tool written as a bash script to facilitate some aspects of an Android Assessment,mobile
1261,lbd,lbd (load balancing detector) detects if a given domain uses DNS and/or HTTP Load-Balancing,recon
1262,lbmap,"Proof of concept scripts for advanced web application fingerprinting, presented at OWASP AppSecAsia 2012.",fingerprint
1263,ldap-brute,A semi fast tool to bruteforce values of LDAP injections over HTTP.,cracker
1264,ldapdomaindump,Active Directory information dumper via LDAP.,scanner
1265,ldapenum,Enumerate domain controllers using LDAP.,recon
1266,ldapscripts,Simple shell scripts to handle POSIX entries in an LDAP directory.,automation
1267,ldapsearch,"ldapsearch�opens a connection to an LDAP server, binds, and performs a search using specified parameters.",recon
1268,ldeep,In-depth ldap enumeration utility.,recon
1269,ld-shatner,ld-linux code injector.,backdoor
1270,leaklooker,Find open databases with Shodan.,scanner
1271,leena,Symbolic execution engine for JavaScript,binary
1272,legion,Automatic Enumeration Tool based in Open Source tools.,recon
1273,leo,"Literate programmer's editor, outliner, and project manager.",misc
1274,leroy-jenkins,A python tool that will allow remote execution of commands on a Jenkins server and its nodes.,exploitation
1275,lethalhta,Lateral Movement technique using DCOM and HTA.,windows
1276,letmefuckit-scanner,Scanner and Exploit Magento.,scanner
1277,leviathan,"A mass audit toolkit which has wide range service discovery, brute force, SQL injection detection and running custom exploit capabilities.",scanner
1278,levye,"A brute force tool which is support sshkey, vnckey, rdp, openvpn.",cracker
1279,lfi-autopwn,A Perl script to try to gain code execution on a remote server via LFI,exploitation
1280,lfi-exploiter,This perl script leverages /proc/self/environ to attempt getting code execution out of a local file inclusion vulnerability..,web-app
1281,lfifreak,A unique automated LFi Exploiter with Bind/Reverse Shells.,web-app
1282,lfi-fuzzploit,"A simple tool to help in the fuzzing for, finding, and exploiting of local file inclusion vulnerabilities in Linux-based PHP applications.",web-app
1283,lfi-image-helper,A simple script to infect images with PHP Backdoors for local file inclusion attacks.,web-app
1284,lfimap,This script is used to take the highest beneficts of the local file include vulnerability in a webserver.,web-app
1285,lfi-scanner,This is a simple perl script that enumerates local file inclusion attempts when given a specific target.,scanner
1286,lfi-sploiter,"This tool helps you exploit LFI (Local File Inclusion) vulnerabilities. Post discovery, simply pass the affected URL and vulnerable parameter to this tool. You can also use this tool to scan a URL for LFI vulnerabilities.",web-app
1287,lfisuite,Totally Automatic LFI Exploiter (+ Reverse Shell) and Scanner.,scanner
1288,lfle,Recover event log entries from an image by heurisitically looking for record structures.,forensics
1289,lft,A layer four traceroute implementing numerous other features.,recon
1290,lhf,A modular recon tool for pentesting.,recon
1291,libbde,A library to access the BitLocker Drive Encryption (BDE) format.,crypto
1292,libc-database,Database of libc offsets to simplify exploitation.,reverse-eng
1293,libdisasm,A disassembler library.,disassembler
1294,libfvde,Library and tools to access FileVault Drive Encryption (FVDE) encrypted volumes.,forensics
1295,libosmocore,Collection of common code used in various sub-projects inside the Osmocom family of projects.,radio
1296,libparistraceroute,"A library written in C dedicated to active network measurements with examples, such as paris-ping and paris-traceroute.",networking
1297,libpst,Outlook .pst file converter,misc
1298,libtins,"High-level, multiplatform C++ network packet sniffing and crafting library.",networking
1299,lief,Library to Instrument Executable Formats.,disassembler
1300,liffy,A Local File Inclusion Exploitation tool.,web-app
1301,lightbulb,Python framework for auditing web applications firewalls.,web-app
1302,limeaide,Remotely dump RAM of a Linux client and create a volatility profile for later analysis on your local host.,forensics
1303,limelighter,A tool for generating fake code signing certificates or signing real ones.,exploitation
1304,linenum,Scripted Local Linux Enumeration & Privilege Escalation Checks,scanner
1305,linikatz,Tool to attack AD on UNIX.,automation
1306,linkedin2username,OSINT Tool: Generate username lists for companies on LinkedIn.,social
1307,linkfinder,Discovers endpoint and their parameters in JavaScript files.,web-app
1308,LinPeas,For Enumerating Linux computers,post-recon
1309,linset,Evil Twin Attack Bash script - An automated WPA/WPA2 hacker.,automation
1310,Linux commands,Linux commands used for Priv esc,post-recon
1311,Linux Exploit Suggester,keeps track of vulnerabilities and suggests exploits to gain root access,post-recon
1312,linux-exploit-suggester,"just a simple script to keep track of vulnerabilities and suggest possible exploits to use to gain �root� on a legitimate penetration test, or governing examining body",exploitation
1313,linux-exploit-suggester.sh,Linux privilege escalation auditing tool.,recon
1314,linux-inject,Tool for injecting a shared object into a Linux process.,backdoor
1315,linux-smart-enumeration,Linux enumeration tool for pentesting and CTFs with verbosity levels.,scanner
1316,lisa.py,An Exploit Dev Swiss Army Knife.,exploitation
1317,list-urls,Extracts links from webpage.,web-app
1318,littleblackbox,"Penetration testing tool, search in a collection of thousands of private SSL keys extracted from various embedded devices.",scanner
1319,littlebrother,"OSINT tool to get informations on French, Belgian and Swizerland people.",recon
1320,lldb,"Next generation, high-performance debugger",debugger
1321,loadlibrary,Porting Windows Dynamic Link Libraries to Linux.,binary
1322,locasploit,Local enumeration and exploitation framework.,scanner
1323,Lockless,LockLess is a C# tool that allows for the enumeration of open file handles and the copying of locked files,exploitation
1324,lodowep,Lodowep is a tool for analyzing password strength of accounts on a Lotus Domino webserver system.,cracker
1325,log-file-parser,Parser for $LogFile on NTFS.,forensics
1326,logkeys,A GNU/Linux keylogger that worked.,keylogger
1327,loic,An open source network stress tool for Windows.,networking
1328,Loki,LOKI offers a simple way to scan your systems for known IOCs,forensics
1329,loki-scanner,Simple IOC and Incident Response Scanner.,forensics
1330,lolbas,Living Off The Land Binaries And Scripts - (LOLBins and LOLScripts).,windows
1331,lookupsid.py,"A Windows SID brute forcer example through [MS-LSAT] MSRPC Interface, aiming at finding remote users/groups.",cracker
1332,loot,Sensitive information extraction tool.,recon
1333,lorcon,Generic library for injecting 802.11 frames,wireless
1334,lorg,Apache Logfile Security Analyzer.,defensive
1335,lotophagi,a relatively compact Perl script designed to scan remote hosts for default (or common) Lotus NSF and BOX databases.,scanner
1336,lsrtunnel,Spoofs connections using source routed packets.,spoof
1337,lte-cell-scanner,"LTE SDR cell scanner optimized to work with very low performance RF front ends (8bit A/D, 20dB noise figure).",scanner
1338,ltrace,Tracks runtime library calls in dynamically linked programs,binary
1339,luksipc,A tool to convert unencrypted block devices to encrypted LUKS devices in-place.,crypto
1340,lulzbuster,A very fast and smart web directory and file enumeration tool written in C.,web-app
1341,lunar,A UNIX security auditing tool based on several security frameworks.,scanner
1342,luyten,An Open Source Java Decompiler Gui for Procyon.,decompiler
1343,lynis,Lynis is an open source security auditing tool. Its main goal is to audit and harden Unix and Linux based systems. It scans the system by performing many security control checks. Examples include searching for installed software and determine possible configuration flaws.,vulnerability-analysis
1344,lyricpass,Tool to generate wordlists based on lyrics.,automation
1345,m3-gen,"Generates Malicious Macro and Execute Powershell or Shellcode via MSBuild Application Whitelisting Bypass, this tool intended for adversary simulation and red teaming purpose.",exploitation
1346,macchanger,A small utility to change your NIC's MAC address,networking
1347,machinae,A tool for collecting intelligence from public sites/feeds about various security-related pieces of data.,recon
1348,maclookup,Lookup MAC addresses in the IEEE MA-L/OUI public listing.,networking
1349,Macof,"Part of dsniff package, used for cam table overflow",sniffer
1350,mac-robber,A digital investigation tool that collects data from allocated files in a mounted file system.,forensics
1351,magescan,Scan a Magento site for information.,web-app
1352,magicrescue,Find and recover deleted files on block devices,forensics
1353,magictree,"MagicTree is a penetration tester productivity tool. It is designed to allow easy and straightforward data consolidation, querying, external command execution and (yeah!) report generation. In case you wonder, “Tree” is because all the data is stored in a tree structure, and “Magic” is because it is designed to magically do the most cumbersome and boring part of penetration testing – data management and reporting.",reporting-tools
1354,mail-crawl,Tool to harvest emails from website.,recon
1355,makeivs-ng,makeivs-ng is part of the aircrack-ng package and is used to generate an IVS dump file with a given WEP key.  The aim of the tool is to provide a way to create dumps with a  known encryption key for testing.,wireless
1356,make-pdf,This tool will embed javascript inside a PDF document.,forensics
1357,maketh,"A packet generator that supports forging ARP, IP, TCP, UDP, ICMP and the ethernet header as well.",networking
1358,malboxes,Builds malware analysis Windows VMs so that you don't have to.,malware
1359,malcom,Analyze a system's network communication using graphical representations of network traffic.,networking
1360,malheur,A tool for the automatic analyze of malware behavior.,forensics
1361,malice,VirusTotal Wanna Be - Now with 100% more Hipster.,defensive
1362,maligno,"An open source penetration testing tool written in python, that serves Metasploit payloads. It generates shellcode with msfvenom and transmits it over HTTP or HTTPS.",scanner
1363,mallory,HTTP/HTTPS proxy over SSH.,proxy
1364,malmon,Hosting exploit/backdoor detection daemon.,defensive
1365,malscan,A Simple PE File Heuristics Scanner.,malware
1366,maltego,"An open source intelligence and forensics application, enabling to easily gather information about DNS, domains, IP addresses, websites, persons, etc.",forensics
1367,maltego-teeth,Maltego is a unique platform developed to deliver a clear threat picture to the environment that an organization owns and operates. Maltego’s unique advantage is to demonstrate the complexity and severity of single points of failure as well as trust relationships that exist currently within the scope of your infrastructure. ,recon
1368,maltrail,Malicious traffic detection system.,defensive
1369,maltrieve,Originated as a fork of mwcrawler. It retrieves malware directly from the sources as listed at a number of sites.,malware
1370,malwareanalyser,A freeware tool to perform static and dynamic analysis on malware.,windows
1371,malware-check-tool,Python script that detects malicious files via checking md5 hashes from an offline set or via the virustotal site. It has http proxy support and an update feature.,malware
1372,malwaredetect,Submits a file's SHA1 sum to VirusTotal to determine whether it is a known piece of malware,forensics
1373,malwasm,Offline debugger for malware's reverse engineering.,reverse-eng
1374,malybuzz,A Python tool focused in discovering programming faults in network software.,fuzzer
1375,mana,A toolkit for rogue access point (evilAP) attacks first presented at Defcon 22.,wireless
1376,mando.me,Web Command Injection Tool.,web-app
1377,manticore,Symbolic execution tool.,binary
1378,manul,"A coverage-guided parallel fuzzer for open-source and blackbox binaries on Windows, Linux and MacOS.",fuzzer
1379,mara-framework,A Mobile Application Reverse engineering and Analysis Framework.,mobile
1380,marc4dasm,This python-based tool is a disassembler for the Atmel MARC4 (a 4 bit Harvard micro).,disassembler
1382,maryam,Full-featured Web Identification framework written in Python.,scanner
1383,maskprocessor,Maskprocessor is a High-Performance word generator with a per-position configureable charset packed into a single stand-alone binary. Maskprocessor is a High-Performance word generator with a per-position configureable charset packed into a single stand-alone binary.,cracker
1384,massbleed,SSL Vulnerability Scanner.,recon
1385,masscan,"This is the fastest Internet port scanner. It can scan the entire Internet in under 6 minutes, transmitting 10 million packets per second.",recon
1386,masscan-automation,Masscan integrated with Shodan API.,automation
1387,massdns,A high-performance DNS stub resolver in C.,networking
1388,massexpconsole,A collection of tools and exploits with a cli ui for mass exploitation.,automation
1389,mat,"Metadata Anonymisation Toolkit composed of a GUI application, a CLI application and a library.",defensive
1390,mat2,"Metadata removal tool, supporting a wide range of commonly used file formats",defensive
1391,matahari,A reverse HTTP shell to execute commands on remote machines behind firewalls.,tunnel
1392,matroschka,Python steganography tool to hide images or text in images.,stego
1393,mausezahn,A free fast traffic generator written in C which allows you to send nearly every possible and impossible packet.,dos
1394,mbenum,Queries the master browser for whatever information it has registered.,windows
1395,mboxgrep,"A small, non-interactive utility that scans mail folders for messages matching regular expressions. It does matching against basic and extended POSIX regular expressions, and reads and writes a variety of mailbox formats.",forensics
1396,mdbtools,Utilities for viewing data and exporting schema from Microsoft Access Database files.,forensics
1397,mdcrack,MD4/MD5/NTLM1 hash cracker,cracker
1398,mdk3,MDK is a proof-of-concept tool to exploit common IEEE 802.11 protocol weaknesses. IMPORTANT: It is your responsibility to make sure you have permission from the network owner before running MDK against it.,wireless
1399,mdk4,Proof-of-Concept tool to exploit common IEEE 802.11 protocol weaknesses.,wireless
1400,mdns-recon,An mDNS recon tool written in Python.,recon
1401,meanalyzer,Intel Engine Firmware Analysis Tool.,firmware
1402,Medusa,Web brute forcer,web-app
1403,meg,Fetch many paths for many hosts - without killing the hosts.,web-app
1404,melkor,"An ELF fuzzer that mutates the existing data in an ELF sample given to create orcs (malformed ELFs), however, it does not change values randomly (dumb fuzzing), instead, it fuzzes certain metadata with semi-valid values through the use of fuzzing rules (knowledge base).",fuzzer
1405,memdump,"Dumps system memory to stdout, skipping over holes in memory maps.",forensics
1406,memfetch,Dumps any userspace process memory without affecting its execution.,forensics
1407,memimager,Performs a memory dump using NtSystemDebugControl.,windows
1408,mentalist,Graphical tool for custom wordlist generation.,automation
1409,merlin-server,Merlin is a cross-platform post-exploitation HTTP/2 Command & Control server and agent written in golang.,automation
1410,metabigor,Intelligence Tool but without API key.,recon
1411,metacoretex,MetaCoretex is an entirely JAVA vulnerability scanning framework for databases.,database
1412,metagoofil,"Metagoofil is an information gathering tool designed for extracting metadata of public documents (pdf,doc,xls,ppt,docx,pptx,xlsx) belonging to a target company.",recon
1413,Metagoofli,This uses google to search for a target company and identifies and downloads publicly avalable data and extracts metadata using various libraries. ,recon
1414,metame,A simple metamorphic code engine for arbitrary executables.,binary
1415,Metasploit,Powerfull swiss-army-knife of hacking,exploitation
1416,metasploit-autopwn,db_autopwn plugin of metasploit.,automation
1417,metasploit-framework,"Metasploit is a penetration testing platform that enables you to find, exploit, and validate vulnerabilities.  It provides the infrastructure, content, and tools to perform penetration tests and extensive security auditing and thanks to the open source community and Rapid7’s own hard working content team, new modules are added on a regular basis, which means that the latest exploit is available to you as soon as it’s published.",exploitation
1418,meterssh,"A way to take shellcode, inject it into memory then tunnel whatever port you want to over SSH to mask any type of communications as a normal SSH connection.",backdoor
1419,metoscan,Tool for scanning the HTTP methods supported by a webserver. It works by testing a URL and checking the responses for the different requests.,web-app
1420,mfcuk,"Toolkit containing samples and various tools based on and around libnfc and crapto1, with emphasis on Mifare Classic NXP/Philips RFID cards. Special emphasis of the toolkit is on the following: ",wireless
1421,mfoc,"MFOC is an open source implementation of “offline nested” attack by Nethemba.
This program allow to recover authentication keys from MIFARE Classic card.",wireless
1422,mfsniffer,A python script for capturing unencrypted TSO login credentials.,sniffer
1423,mft2csv,Extract $MFT record info and log it to a csv file.,forensics
1424,mftcarver,Carve $MFT records from a chunk of data (for instance a memory dump).,forensics
1425,mfterm,mfterm is a terminal interface for working with Mifare Classic tags.,wireless
1426,mftrcrd,Command line $MFT record decoder.,forensics
1427,mftref2name,Resolve file index number to name or vice versa on NTFS.,forensics
1428,mibble,An open-source SNMP MIB parser (or SMI parser) written in Java. It can be used to read SNMP MIB files as well as simple ASN.1 files.,misc
1429,microsploit,"Fast and easy create backdoor office exploitation using module metasploit packet, Microsoft Office, Open Office, Macro attack, Buffer Overflow.",backdoor
1430,middler,A Man in the Middle tool to demonstrate protocol middling attacks.,networking
1431,mikrotik-npk,Python tools for manipulating Mikrotik NPK format.,reverse-eng
1432,mildew,Dotmil subdomain discovery tool that scrapes domains from official DoD website directories and certificate transparency logs.,recon
1433,Mimikatz,Used to exploit kerberos,kerberos
1434,mimikatz.py,Mini shell to control a remote mimikatz RPC server,kerberos
1435,mimipenguin,A tool to dump the login password from the current linux user.,forensics
1436,mingsweeper,"A network reconnaissance tool designed to facilitate large address space,high speed node discovery and identification.",windows
1437,minimodem,"A command-line program which decodes (or generates) audio modem tones at any specified baud rate, using various framing protocols.",misc
1438,minimysqlator,A multi-platform application used to audit web sites in order to discover and exploit SQL injection vulnerabilities.,exploitation
1439,miranda,"Miranda is a Python-based Universal Plug-N-Play client application designed to discover, query and interact with UPNP devices, particularly Internet Gateway Devices (aka, routers). It can be used to audit UPNP-enabled devices on a network for possible vulnerabilities. Some of its features include:",recon
1440,miranda-upnp,"A Python-based Universal Plug-N-Play client application designed to discover, query and interact with UPNP devices",exploitation
1441,missidentify,A program to find Win32 applications.,recon
1442,missionplanner,A GroundControl Station for Ardupilot.,drone
1443,mitm,A simple yet effective python3 script to perform DNS spoofing via ARP poisoning.,networking
1444,mitm6,Pwning IPv4 via IPv6.,scanner
1445,mitmap,A python program to create a fake AP and sniff data.,wireless
1446,mitmap-old,Shell Script for launching a Fake AP with karma functionality and launches ettercap for packet capture and traffic manipulation.,automation
1447,mitmer,A man-in-the-middle and phishing attack tool that steals the victim's credentials of some web services like Facebook.,sniffer
1448,mitmf,A Framework for Man-In-The-Middle attacks written in Python.,exploitation
1449,mitmproxy,"mitmproxy is an SSL-capable man-in-the-middle HTTP proxy. It provides a console interface that allows traffic flows to be inspected and edited on the fly. Also shipped is mitmdump, the command-line version of mitmproxy, with the same functionality but without the frills. Think tcpdump for HTTP.",network
1450,mitm-relay,Hackish way to intercept and modify non-HTTP protocols through Burp & others.,proxy
1451,mkbrutus,Password bruteforcer for MikroTik devices or boxes running RouterOS.,cracker
1452,mkyara,Tool to generate YARA rules based on binary code.,misc
1453,mobiusft,"An open-source forensic framework written in Python/GTK that manages cases and case items, providing an abstract interface for developing extensions.",forensics
1454,mobsf,"An intelligent, all-in-one open source mobile application (Android/iOS) automated pen-testing framework capable of performing static, dynamic analysis and web API testing.",mobile
1455,modscan,A new tool designed to map a SCADA MODBUS TCP based network.,scanner
1456,moloch,"An open source large scale IPv4 full PCAP capturing, indexing and database system.",networking
1457,mongoaudit,A powerful MongoDB auditing and pentesting tool .,scanner
1458,monocle,"A local network host discovery tool. In passive mode, it will listen for ARP request and reply packets. In active mode, it will send ARP requests to the specific IP range. The results are a list of IP and MAC addresses present on the local network.",recon
1459,monsoon,A fast HTTP enumerator that allows you to execute a large number of HTTP requests.,web-app
1460,mooscan,A scanner for Moodle LMS.,web-app
1461,morpheus,Automated Ettercap TCP/IP Hijacking Tool.,automation
1462,morxbook,A password cracking tool written in perl to perform a dictionary-based attack on a specific Facebook user through HTTPS.,cracker
1463,morxbrute,A customizable HTTP dictionary-based password cracking tool written in Perl.,cracker
1464,morxbtcrack,Single Bitcoin private key cracking tool released.,cracker
1465,morxcoinpwn,Mass Bitcoin private keys brute forcing/Take over tool released.,cracker
1466,morxcrack,A cracking tool written in Perl to perform a dictionary-based attack on various hashing algorithm and CMS salted-passwords.,cracker
1467,morxkeyfmt,Read a private key from stdin and output formatted data values.,crypto
1468,morxtraversal,Path Traversal checking tool.,web-app
1469,morxtunel,Network Tunneling using TUN/TAP interfaces over TCP tool.,tunnel
1470,mosca,Static analysis tool to find bugs like a grep unix command.,code-audit
1471,mosquito,XSS exploitation tool - access victims through HTTP proxy.,exploitation
1472,mots,Man on the Side Attack - experimental packet injection and detection.,sniffer
1473,motsa-dns-spoofing,ManOnTheSideAttack-DNS Spoofing.,spoof
1474,mousejack,Wireless mouse/keyboard attack with replay/transmit poc.,wireless
1475,mp3nema,"A tool aimed at analyzing and capturing data that is hidden between frames in an MP3 file or stream, otherwise noted as ""out of band"" data.",forensics
1476,mptcp,A tool for manipulation of raw packets that allows a large number of options.,networking
1477,mptcp-abuse,A collection of tools and resources to explore MPTCP on your network. Initially released at Black Hat USA 2014.,networking
1478,mqtt_check.py,Simple MQTT example aimed at playing with different login options. Can be converted into a account/password brute forcer quite easily.,cracker
1479,mrsip,SIP-Based Audit and Attack Tool.,voip
1480,mrtparse,A module to read and analyze the MRT format data.,misc
1481,msfdb,Manage the metasploit framework database.,misc
1482,msfenum,A Metasploit auto auxiliary script.,automation
1483,msf-mpc,Msfvenom payload creator.,automation
1484,msfpc,"MSFvenom Payload Creator (MSFPC) is a wrapper that generates multiple types of payloads, based on user-selected options. The idea is to be as simple as possible (using as few as one option) to produce a payload.",exploitation
1485,MSFVenom,Designed for creating payloads,exploitation
1486,mssqlclient.py,"An MSSQL client, supporting SQL and Windows Authentications (hashes too). It also supports TLS.",database
1487,mssqlinstance.py,Retrieves the MSSQL instances names from the target host.,database
1488,mssqlscan,A small multi-threaded tool that scans for Microsoft SQL Servers.,scanner
1489,ms-sys,A tool to write Win9x-.. master boot records (mbr) under linux - RTM!,backdoor
1490,msvpwn,Bypass Windows' authentication via binary patching.,windows
1491,mtr,Combines the functionality of traceroute and ping into one tool (CLI version),networking
1492,mtscan,Mikrotik RouterOS wireless scanner.,wireless
1493,mubeng,An incredibly fast proxy checker & IP rotator with ease.,proxy
1494,multiforcer,"A CUDA & OpenCL accelerated rainbow table implementation from the ground up, and a CUDA hash brute forcing tool with support for many hash types including MD5, SHA1, LM, NTLM, and lots more.",cracker
1495,multiinjector,Automatic SQL injection utility using a lsit of URI addresses to test parameter manipulation.,web-app
1496,multimac,Multiple MACs on an adapter,spoof
1497,multimon-ng,MultimonNG a fork of multimon. It decodes the following digital transmission modes:,wireless
1498,multiscanner,Modular file scanning/analysis framework.,scanner
1499,multitun,Tunnel arbitrary traffic through an innocuous WebSocket.,tunnel
1500,munin-hashchecker,Online hash checker for Virustotal and other services,defensive
1501,muraena,Almost-transparent reverse proxy to automate phishing and post-phishing activities.,social
1502,mutator,"This project aims to be a wordlist mutator with hormones, which means that some mutations will be applied to the result of the ones that have been already done, resulting in something like: corporation -> C0rp0r4t10n_2012",automation
1503,mwebfp,Mass Web Fingerprinter.,fingerprint
1504,mxtract,Memory Extractor & Analyzer.,forensics
1505,mybff,A Brute Force Framework.,cracker
1506,myjwt,"This cli is for pentesters, CTF players, or dev. You can modify your jwt, sign, inject, etc.",exploitation
1507,mylg,Network Diagnostic Tool.,networking
1508,MySQL,Used for interaction with SQL database,database
1509,mysql2sqlite,Converts a mysqldump file into a Sqlite 3 compatible file.,database
1510,n1qlmap,An N1QL exploitation tool.,exploitation
1511,naabu,A fast port scanner written in go with focus on reliability and simplicity.,scanner
1512,nacker,A tool to circumvent 802.1x Network Access Control on a wired LAN.,networking
1513,naft,Network Appliance Forensic Toolkit.,forensics
1514,Name-That-Hash,Hash-identifier with more deatils and command line based,cracker
1515,nasnum,Script to enumerate network attached storages.,recon
1516,nbname,Decodes and displays all NetBIOS name packets it receives on UDP port 137 and more!,windows
1517,nbnspoof,NetBIOS Name Service Spoofer,spoof
1518,nbtenum,A utility for Windows that can be used to enumerate NetBIOS information from one host or a range of hosts.,windows
1519,nbtool,"Some tools for NetBIOS and DNS investigation, attacks, and communication.",networking
1520,NBTScan,,network
1521,nbtscan-unixwiz,"This is a command-line tool that scans for open NETBIOS nameservers on a local or remote TCP/IP network, and this is a first step in finding of open shares. It is based on the functionality of the standard Windows tool nbtstat, but it operates on a range of addresses instead of just one.",recon
1522,ncpfs,Allows you to mount volumes of NetWare servers under Linux.,networking
1523,ncrack,"Ncrack is a high-speed network authentication cracking tool. It was built to help companies secure their networks by proactively testing all their hosts and networking devices for poor passwords. Security professionals also rely on Ncrack when auditing their clients. Ncrack was designed using a modular approach, a command-line syntax similar to Nmap and a dynamic engine that can adapt its behaviour based on network feedback. It allows for rapid, yet reliable large-scale auditing of multiple hosts.",cracker
1524,necromant,Python Script that search unused Virtual Hosts in Web Servers.,recon
1525,needle,The iOS Security Testing Framework.,mobile
1526,neglected,Facebook CDN Photo Resolver.,recon
1527,neighbor-cache-fingerprinter,An ARP based Operating System version scanner.,fingerprint
1528,Nemesis,"Nemesis is a command-line network packet crafting and injection utility for�UNIX-like�and�Windows�systems. Nemesis, is well suited for testing Network Intrusion Detection Systems, firewalls, IP stacks and a variety of other tasks. As a command-line driven utility, Nemesis is perfect for automation and scripting.",network
1529,neo-regeorg,"Improved version of reGeorg, HTTP tunneling pivot tool",tunnel
1530,Nessus,Extensive vulnerability scanner,recon
1531,netactview,A graphical network connections viewer similar in functionality to netstat.,networking
1532,netattack,Python script to scan and attack wireless networks.,wireless
1533,netbios-share-scanner,This tool could be used to check windows workstations and servers if they have accessible shared resources.,scanner
1534,netbus,NetBus remote administration tool,windows
1535,Netcat,used for connecting 2 computers,misc
1536,netcommander,An easy-to-use arp spoofing tool.,spoof
1537,netcon,A network connection establishment and management script.,networking
1538,net-creds,Sniffs sensitive data from interface or pcap.,sniffer
1539,netdiscover,"An active/passive address reconnaissance tool, mainly developed for those wireless networks without dhcp server, when you are wardriving. It can be also used on hub/switched networks.",recon
1540,netkit-bsd-finger,BSD-finger ported to Linux.,recon
1541,netkit-rusers,Logged in users; Displays who is logged in to machines on local network.,recon
1542,netkit-rwho,Remote who client and server (with Debian patches).,recon
1543,netmap,Can be used to make a graphical representation of the surrounding network.,networking
1544,netmask,Helps determine network masks,recon
1545,netreconn,A collection of network scan/recon tools that are relatively small compared to their larger cousins.,networking
1546,netripper,Smart traffic sniffing for penetration testers.,windows
1547,netscan,"Tcp/Udp/Tor port scanner with: synpacket, connect TCP/UDP and socks5 (tor connection).",scanner
1548,netscan2,Active / passive network scanner.,scanner
1549,netsed,Small and handful utility design to alter the contents of packets forwarded thru network in real time.,networking
1550,Netsh,Netsh is a command-line scripting utility that allows you to display or modify the network configuration of a computer that is currently running. run form cmd.exe,networking
1551,netsniff-ng,High performance Linux network sniffer for packet inspection,sniffer
1552,netstumbler,Well-known wireless AP scanner and sniffer.,windows
